point_id,x,y,category
0,0.36992035239066329,-0.15900416435380749,plant
1,0.87112023990438536,0.70276283090233183,plant
2,0.50403165154963159,-0.51850265970016385,plant
3,0.75089096689141721,-0.76180890371438814,plant
4,0.79860343186403748,-0.52052327330542436,plant
5,0.56878592070779654,-0.51571400166003956,plant
6,1.2408756187696779,0.36575190436592242,plant
7,0.99694131432279109,-0.90306082155765821,plant
8,1.3449894014938906,-1.7687033772367808,plant
9,0.17442459182433676,0.20666216284337821,plant
10,0.85294571395429453,-0.57214797968745801,plant
11,1.1364446899209015,-1.1342991255704964,plant
12,1.0618614747734161,-0.55989054836323093,plant
13,0.18570005131692197,-0.36398570949802467,plant
14,0.32000427973868983,1.0832639886998132,plant
15,0.49189276290057876,-0.97537597225567763,plant
16,1.1275780895700895,-1.3469542793166365,plant
17,0.64006799259110037,-0.78818003292850936,plant
18,0.98142080490145989,-0.49164214665117806,plant
19,0.63055982264537447,-0.88504633500179519,plant
20,0.50607248755728651,-0.7102397158273287,plant
21,0.78859788799375985,-0.49542290205448319,plant
22,0.36299386783234866,-0.86119469183318553,plant
23,0.94967595110330172,-0.7084822577219031,plant
24,0.48734281718639744,-1.1950271956027274,plant
25,1.2994413834919907,-0.37491341977546977,plant
26,0.86211193755289939,-0.95871235513025099,plant
27,0.76621887174981251,-1.3356092932539905,plant
28,0.88327291461328472,0.21509066733158647,plant
29,0.83420518051503301,-1.0582670869171777,plant
30,1.5585487656071175,-0.97121965643312547,plant
31,0.66307839595071327,-0.20557645015671594,plant
32,0.95127842313892752,-0.93589032601871791,plant
33,0.71251654989895286,-0.43907937309282602,plant
34,1.1690433501074851,-1.2016044654529994,plant
35,0.88130161983878641,-0.84928185717566429,plant
36,0.3273448841616175,-0.095959518341890912,plant
37,1.2208413103217655,-1.0197431659839185,plant
38,0.49873873246157963,-0.72318200567868662,plant
39,0.71432881125254344,-1.0286189834676926,plant
40,0.98430038116359631,-0.68703585103190801,plant
41,0.95780039847775345,-0.86249839347288892,plant
42,0.67953190418895359,-0.95035806833224701,plant
43,1.2388894167746187,-1.9121921558479693,plant
44,0.91645016190268458,-1.4480582949331195,plant
45,1.3583267171307805,-1.9534961759690836,plant
46,0.70407413791781226,-0.28250114010868205,plant
47,0.88297530335139651,-1.2301684759759506,plant
48,0.94908525019652523,-0.87435205263343085,plant
49,0.6389667388351955,-0.85708539096392777,plant
50,1.3079180205341396,-1.3867714513707994,plant
51,1.1504319273841608,-1.4183131419031223,plant
52,0.39080912197790779,-0.84443864156356618,plant
53,0.34536467258501152,0.55791433953883107,plant
54,0.67309084211566494,-0.061274717654118745,plant
55,1.2124912836964787,-0.7898342366129103,plant
56,1.177263893337033,-1.1598065455982878,plant
57,0.50879516702846683,-0.63050419275637559,plant
58,1.038360099489533,1.1572827938744372,plant
59,0.8343376885728454,0.73436652192838414,plant
60,0.39660092901057059,-0.40492742076386745,plant
61,0.27799685535661212,-0.26032620565708281,plant
62,-0.048016626541596004,1.82963246716052,container
63,1.1467705183773524,-0.4186268967758906,container
64,0.12315292879987783,-0.23759661610324628,container
65,0.12881129252284029,-0.47233587461358911,container
66,1.0049939215236481,0.74921791166266904,container
67,1.017141191763641,-0.22237526013671913,container
68,0.97182559655267919,-0.79294433640031092,container
69,0.99825556959116568,-0.88608831947352595,container
70,0.011658849415900108,1.8053022707806283,container
71,0.49773255504623543,0.30582245699771837,container
72,0.34633108247663913,0.51325886264362397,container
73,0.058639430997399843,-0.010635675075699279,container
74,0.84328785153730978,2.0404104500845164,container
75,0.11802122860024823,-0.38274992662836643,container
76,0.86792962366204252,1.9282406184168155,container
77,0.96703063790669996,1.9859645513402915,container
78,0.82729950830874366,-0.54618341306966078,container
79,1.0230627568748418,0.24010614216878651,container
80,0.69538392573574215,2.7033272019298784,container
81,0.87998494184195852,-0.24000011769764301,container
82,0.6278844494409036,-0.059553918712187376,container
83,-0.77788686033611365,0.97900001633947542,container
84,0.81344190196978783,1.0745967167748167,container
85,1.492217929557953,-1.3200107436095747,container
86,0.70727624288036905,-0.24630288347695797,container
87,0.75352425472551066,-1.3679313648789135,container
88,1.4161611730911254,-0.98217552146329345,container
89,0.13116021889987475,0.072386992139250303,container
90,0.26505210026122233,0.066741740361847005,container
91,0.50239027248503365,2.1693980764290335,container
92,0.90429973268891406,-0.22592971174666562,container
93,0.836416722323574,0.069199979541375536,container
94,-0.063215446873830045,0.35931070859692599,container
95,0.30487486915753187,0.3502197175818596,container
96,0.34064038908306882,-0.6957901791595017,container
97,0.5032961875528944,-0.42485589603619489,container
