point_id,x,y,category
0,-1.9181206683791012,-0.28989843352760036,animal
1,0.50391173514913057,-1.1080973463284283,musical instrument
2,0.19308623316654636,0.22938074188011526,plant
3,-0.49027849841048488,-1.2739373106705409,container
4,0.97296407192269729,-1.3672926910392826,vehicle
5,-0.061844418739375961,-1.1414076282251775,vehicle
6,-1.1923613967234983,-0.0047147971311467521,animal
7,0.64751337240748386,0.7746553984915564,plant
8,1.1673126924275428,-0.42172970351626615,plant
9,-1.9325364332428274,0.37922424019738843,animal
10,1.0254978242957749,-0.4557000903348935,vehicle
11,-0.31709253785350172,0.42181088688106433,body part
12,-0.40034630127088039,-0.14316323748697693,decoration
13,-1.5702501142386422,-0.5980807606951648,animal
14,-2.1268128492111926,-0.96644631751111143,animal
15,-1.0480403831948406,-0.031484211613571789,animal
16,-0.65104705769031213,-0.76218336512909657,food
17,1.0098727616989913,0.47317390935751347,plant
18,1.5594565018668494,-0.38342381375921958,plant
19,0.81839468871878851,0.22176189679313915,food
20,-0.58756619986115199,-0.33447420717578119,clothing
21,0.28729615446485807,-2.1043794631543498,container
22,-0.90871577225329792,-0.78358825901056373,body part
23,0.62409212148753612,0.65405445422636865,weapon
24,0.11476231913034135,0.72010029766727635,plant
25,1.276009393495499,1.3723127443640433,plant
26,1.7089932097526626,0.33751948333912163,container
27,1.6931281530125668,0.53811616567565779,plant
28,0.60477101194804539,2.2861384673082892,plant
29,0.57355498404897975,-0.46392766554758208,tool
30,0.55844885818999945,0.42234119597628678,container
31,-1.8542535087306391,0.31167927025615383,animal
32,0.18439847879642574,0.50297024237376164,container
33,0.1952413451662591,1.3918619927842353,food
34,-0.54954860608508493,0.3679083505448123,musical instrument
35,-0.025685506461007344,-2.9355976628781164,sports equipment
36,0.41606910580051559,0.87366155903302933,toy
37,0.62228958072436924,0.42472991206650385,toy
38,-0.25368729176516641,-0.76398049181973038,container
39,0.7714558608033002,-0.83205035264725824,plant
40,0.16046227790799386,-0.48336735533072889,plant
41,0.43388556864325106,0.24127660970848283,food
42,0.97762397608981866,0.88333569688996827,musical instrument
43,-1.1524717778883447,-0.28912727469443134,container
44,-0.87160581442532958,-0.89843397864278229,decoration
45,0.28889559836712714,-0.53593626719807708,sports equipment
46,0.099869534475895597,-0.08243516879705387,animal
47,0.86934642473655011,1.3859471656987341,sports equipment
48,-0.61337387479124139,0.39689411364781246,sports equipment
49,-0.17319676215896868,0.14120572730172581,sports equipment
50,0.54982998287068297,0.48832227864865435,plant
51,1.3206839645968853,-0.62598430921427317,container
52,-0.77611999101291473,0.64418624863684493,sports equipment
53,0.5268570862181059,-0.10877691467804557,sports equipment
54,1.4247683426493554,-0.80223102406770364,furniture
55,0.5212220915367477,0.45225669331155927,musical instrument
56,-2.1710911455742776,0.2221333083314129,animal
57,0.15345595283172178,-0.2309877215866088,clothing
58,0.39177036538458626,-2.4667901319158991,container
59,0.76718980322552377,-0.19509253196821452,food
60,-0.52206407640316921,0.077426941896265339,toy
61,0.95282248486782617,1.1681781406621212,decoration
62,0.58867970156092309,-0.6081291715397299,container
63,0.37800381203159295,0.36245310690995425,plant
64,-0.31445115281199193,-1.4849975159407012,container
65,-1.4334728657674882,0.5704511926540401,clothing
66,-1.9837031714136086,0.36820393357556058,animal
67,-1.2362883880908524,-0.68644330804091103,animal
68,0.96613308450200686,-3.0754474147975732,furniture
69,0.875305826896979,-0.045556565647784118,container
70,-1.6016704356342677,0.35523200860208115,animal
71,0.88068022243245703,0.291193617885036,food
72,0.5735594987564504,0.16522775484791161,plant
73,-0.0094997147119498439,1.163373805722441,animal
74,0.39949127566663273,-0.031078958664215055,plant
75,-0.089919122050272055,-0.61212635280854855,clothing
76,0.44730126657546121,-2.2504027387519594,furniture
77,-0.7749524001956557,0.52094170597263711,plant
78,0.19454835099453358,-0.57070050044041754,vehicle
79,0.24174386551064481,0.92885743446511038,clothing
80,0.33941744178508204,-1.2992059156676388,container
81,-1.6531055356988071,0.9851573417791698,animal
82,0.80169471149907179,-0.45317006022185252,container
83,1.3547648501131166,1.4838087636867536,food
84,-1.4529723279732187,-0.14925932836153091,animal
85,0.058864449951726343,0.94751128689875486,plant
86,0.075764978424142371,0.45243782414896871,clothing
87,0.12440008913480768,-1.2949958721601103,tool
88,0.39594988904028883,0.62444448199230596,vehicle
89,-0.10193275624275538,0.71489513485930356,clothing
90,-0.7273552221147872,0.47662686388595876,animal
91,0.96438851903087996,-0.20740018664362661,plant
92,0.34856262171351848,1.9317614997885966,clothing
93,-2.1551425320227837,0.68054361070091163,animal
94,0.14694393589033491,-1.9180271661507911,vehicle
95,-0.33480149300355122,-0.096805502134924587,vehicle
96,1.093736712420756,1.513035379234869,plant
97,-1.320745073170924,0.80856308905062702,clothing
98,0.52608053329118309,0.36691455294753983,body part
99,0.12178026937526745,-0.35282204805496986,musical instrument
100,-1.2743052256694618,0.57021856831936013,clothing
101,0.54910093909756275,-0.58232308710288361,plant
102,0.68557650474905196,1.1379082407774357,weapon
103,0.5544625523781177,-0.70834928444652379,container
104,-0.23479102549086978,-0.069251345646951387,tool
105,0.42574341297030183,0.8648840106508221,decoration
106,0.20151502343547151,-1.6298176156284523,weapon
107,0.60623613867214787,1.0209395472359331,decoration
108,0.92923210611166296,0.67052596396567687,container
109,-1.1889486285628368,0.5351362245943142,clothing
110,-1.1328426559443958,-0.097269286968156607,clothing
